detail_rca;;id;Incident;Customer_Name;Last_Updated_Work_Log;Last_Work_Log_Date;Service_No;Source;Segment;Channel;Customer_Segment;Service_ID;Service_Type;RK;Technology;Induk_Gamas;Reported_Date;TTR_Customer;TTR_Nasional;TTR_Regional;TTR_Witel;Status;Status_Date;c_resolve_date;c_status_date;Last_Update_Ticket;Closed_Reopen_By;Workzone;BRANCH;Witel;district;subdistrict;Witel_billing;Regional;Symptom;Solution_Segment;Owner_Group;Owner;Actual_Solution;Owner_Solution;Main_Actual_Solution;Detail_Actual_Solution;SEGMENTASI;Top_Priority;Summary;link;farend;Reg_Telkom;NEW REG;Reg_Tsel;Product_Name;is_garansi;Site_Id;is_site_premium;Site_Name;Site_Class;Gangguan;Core;Agg;Impact;Cause;Capacity;TTR_Finale;TTR_Pending;site_3G;site_4G;site_2G;severity_ne;ne_site_total;last_site_total;OUTAGE;first_site_total;first_site;matched_site;unmatched_site;class_site;site_down_severity;site_down_threshold;highest_index_class;site_down_class;site_down_value;site_class_threshold;severity_value;final_severity;threshold_severity;cnop3_compliance;billing_year_period;billing_month_period;rca;owner_rca;detail_rca;core_total;ran_total;core_ran_total;reported_priority;assigned_owner_group;customer_id;classification_id;reported_by;name;incident_domain;assign_to;tknode;hostname;customer_type;externalsystem_ticketid;rootcause;resolution;gaul;ticket_details;created_at;updated_at;has_request;note_changed;c_resolution;c_solution_description;c_cts_symptom;c_cts_resolution;c_cts_cause;c_details;c_jumlah_site_tsel;premium_site_noticed;TTR_Customer_simarvel;TTR_Finale_simarvel
DEGRADASI FO - ;;18819455;INC46355861;;;2026-02-15 19:30:07;BKO045;CUSTOMER;5;56;DWS;BKO045;SITE;;;;2026-02-15 11:25:56;8,24;0,19;0;0;SALAMSIM;2026-02-15 19:40:26;2026-02-15 19:40:26;2026-02-15 19:40:28;2026-02-15 20:03:24;;BKO;JAMBI;JAMBI;#SUMBAR#;#JAMBI#;#SUMBAR#;REG-1;;;TIER1TELKOMSEL;90884;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN KABEL FO FEEDER;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN KABEL FO FEEDER;FEEDER;;TSEL_METRO_7NODEB_UNDER_SW-D1-BKO-TSEL-BKO019_CRITICAL_DOWN_REGTSEL2;;;1;1;2;METRO;NO;BKO019;0;TSEL  7DEB UNDER SW-D1-BKO-TSEL- CRITICAL;;DOWN;;;;RFO: Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km dari site BKO016 akibat galian pihak ke 3 ;;8,24;;9;9;9;MINOR;27;9;74,16;9;BKO107, BKO073, BKO053, BKO045, BKO016, BKO058, BKO071, BKO123, BKO092;BKO073, BKO107, BKO016, BKO045, BKO053, BKO071, BKO123, BKO058, BKO092;;"{""Silver"":{""total"":3,""site"":[""BKO073"",""BKO071"",""BKO123""]},""Platinum"":{""total"":3,""site"":[""BKO107"",""BKO016"",""BKO045""]},""Gold"":{""total"":2,""site"":[""BKO053"",""BKO058""]},""Bronze"":{""total"":1,""site"":[""BKO092""]}}";Low;10;5;Platinum;4,256699613;4;4,064174903;Critical;4;;2025;12;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;TELKOM;PEKERJAAN PIHAK KE-3 - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;19910151;;;;IM-20260215-00001198;;Action: Dilakukan sambung ulang fo fedeer ;0;;2026-02-15 20:11:26;2026-02-15 20:12:43;0;;;Fo Akses Cut;;Action: Dilakukan sambung ulang fo fedeer ;RFO: Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km dari site BKO016 akibat galian pihak ke 3 ;"Sev : CriticalTotal Site Down: 10/10DIAMOND: 0/0PLATINUM: 3/3GOLD: 4/4SILVER: 2/2BRONZE: 1/1Total NE-BAND Down: 48(51)2G:10/10*-DCS: 5-GSM: 84G:10/10*-L900: 9-L1800: 10-L2100: 9-L2300: 75G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(P)BKO107(1.60)H12.(S)BKO073(1.15)H13.(P)BKO053(1.00)4.(P)BKO045(1.00)5.(G)BKO016(1.00)6.(G)BKO058(0.55)7.(G)BKO106(0.37)8.(S)BKO071(0.35)9.(G)BKO123(0.34)10.(B)BKO092(0.08)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = BKO107;BKO053;BKO045G = BKO106;BKO058;BKO016;BKO123S = BKO071;BKO073B = BKO092LOS Site ONT(s):LOS Uplink OLT(s):DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;8,24;8,24
VANDALISME - ;;18818136;INC46352114;;;2026-02-15 16:20:14;SAA277;CUSTOMER;3;56;DWS;SAA277;SITE;;;;2026-02-15 09:38:17;6,77;0,04;0;0;SALAMSIM;2026-02-15 16:24:14;2026-02-15 16:24:14;2026-02-15 16:24:17;2026-02-15 18:03:25;;STT;SAMARINDA;SAMARINDA;#KALITIMTARA#;#SAMARINDA#;#KALITIMTARA#;REG-6;;;TIER1TELKOMSEL;ai66119;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN TRANSPORT DWDM;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN TRANSPORT DWDM;DWDM;;TSEL_METRO_6NODEB_UNDER_L2SW-D6-SAA053_REFER_INC46351914_IM-20260215-00000967_MINOR_DOWN_REGTSEL8;;;6;4;8;METRO;NO;SAA053;0;TSEL  6DEB UNDER L2SW-D6- REFER INC46351914 IM-20260215-00000967 MIR;;DOWN;;;;RFO : FO putus di KM 48.7 dari Matamanis, ;;6,77;;7;7;7;MINOR;21;7;47,39;7;SAA220, SAA513, SAA911, SAA427, SAA083, SAA051, BTG017;SAA220, SAA083, SAA513, SAA911, SAA427, SAA051, BTG017;;"{""Platinum"":{""total"":1,""site"":[""SAA220""]},""Silver"":{""total"":1,""site"":[""SAA083""]},""Gold"":{""total"":4,""site"":[""SAA513"",""SAA911"",""SAA427"",""SAA051""]},""Bronze"":{""total"":1,""site"":[""BTG017""]}}";Low;10;5;Platinum;3,085169314;4;3,771292328;Critical;4;;2025;12;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;TELKOM;PEKERJAAN PIHAK KE-3 - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;16050292;;;;IM-20260215-00000974;;ACT : Normal setelah di lakukan penyambungan ;0;;2026-02-15 18:11:36;2026-02-15 18:13:08;0;;;Fo Akses Cut;;ACT : Normal setelah di lakukan penyambungan ;RFO : FO putus di KM 48.7 dari Matamanis, ;"Sev : MinorTotal Site Down: 9/9DIAMOND: 0/0PLATINUM: 0/0GOLD: 7/7SILVER: 1/1BRONZE: 1/1Total NE-BAND Down: 48(48)2G:9/9*-DCS: 7-GSM: 74G:19/19*-L900: 8-L1800: 9-L2100: 9-L2300: 85G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(G)SAA220(1.00)2.(G)SAA262(1.00)3.(G)SAA513(1.00)4.(G)SAA911(1.00)5.(G)SAA427(1.00)6.(S)SAA083(1.00)7.(G)SAA277(0.98)8.(G)SAA051(0.18)9.(B)BTG017(0.18)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = SAA088;SAA588;SAA429;SAA053;SAA021G = SAA220;SAA277;SAA513;SAA051;SAA262;SAA911;SAA427S = SAA083B = BTG017LOS Site ONT(s):LOS Uplink OLT(s):ME-D6-BGL to GPON02-D6-KOB-4TEB (INDIHOME(183),SAA588,SAA911) ME-D6-BGL to GPON14-D6-STT-4RPU (INDIHOME(334),SAA088,SAA427,SAA513,SAA051,SAA429) DYING GASP Site(s):BTG211, BTG117Premium Site(s): - (none)VIP Site(s): - (none)";;;6,77;6,77
GANGGUAN HEWAN - ;;18816428;INC46320528;;;2026-02-15 14:24:31;BOR001;CUSTOMER;5;56;DWS;BOR001;SITE;;;;2026-02-14 10:04:12;27,74;0,5;0;0;SALAMSIM;2026-02-15 14:24:48;2026-02-15 14:24:48;2026-02-15 14:24:50;2026-02-15 15:48:22;;RTE;FLORES;NTT;#NUSA TENGGARA#;#KUPANG#;#NUSA TENGGARA#;REG-5;;;TIER1TELKOMSEL;195430;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN KABEL FO DISTRIBUSI;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN KABEL FO DISTRIBUSI;DISTRIBUSI;;TSEL_METRO_2NODEB_UNDER_SW-D5-RTG035_CRITICAL_DOWN_REGTSEL7;;;5;3;7;METRO;NO;RTG035;0;TSEL  2DEB UNDER SW-D5- CRITICAL;;DOWN;;;;RFO : Indiaksi gangguan Problem FO distribusi cut akibat KU kena rabas.;;27,74;;8;8;8;MINOR;24;8;221,92;8;RTG035, RTG014, RTG097, RTG088, RTG183, RTG111, RTG196, RTG218;RTG088, RTG035, RTG183, RTG111, RTG196, RTG097, RTG014, RTG218;;"{""Gold"":{""total"":2,""site"":[""RTG088"",""RTG183""]},""Platinum"":{""total"":2,""site"":[""RTG035"",""RTG014""]},""Silver"":{""total"":2,""site"":[""RTG111"",""RTG196""]},""Bronze"":{""total"":2,""site"":[""RTG097"",""RTG218""]}}";Low;10;5;Platinum;3,623898318;4;3,90597458;Critical;4;;2025;12;TSEL - TELKOM - VANDALISME;TELKOM;VANDALISME - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - VANDALISME;22000265;;;;IM-20260214-00001127;;Action : Normal kembali after penyambungan kabel FO distribusi temporer. ;0;;2026-02-15 16:06:14;2026-02-15 16:11:33;0;;;Fo Akses Cut;;Action : Normal kembali after penyambungan kabel FO distribusi temporer. ;RFO : Indiaksi gangguan Problem FO distribusi cut akibat KU kena rabas.;"Sev : CriticalTotal Site Down: 9/9DIAMOND: 0/0PLATINUM: 2/2GOLD: 3/3SILVER: 3/3BRONZE: 1/1Total NE-BAND Down: 39(48)2G:7/7*-DCS: 7-GSM: 04G:9/9*-L900: 9-L1800: 9-L2100: 8-L2300: 65G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(P)RTG035(3.80)H52.(P)RTG014(1.81)H13.(S)RTG097(0.98)H24.(G)RTG088(0.82)H15.(G)RTG183(0.81)6.(S)RTG111(0.49)7.(S)RTG196(0.27)8.(G)RTG218(0.10)9.(B)BOR001(0.10)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = RTG014;RTG035G = RTG183;RTG088;RTG218S = RTG097;RTG111;RTG196B = BOR001LOS Site ONT(s):LOS Uplink OLT(s):DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;28,34;28,34
PEKERJAAN PIHAK KE-3 - ;;18810565;INC46333983;;;2026-02-15 03:04:50;BKO117;CUSTOMER;5;56;DWS;BKO117;SITE;;;;2026-02-14 15:43:31;11,39;0,18;0;0;SALAMSIM;2026-02-15 03:06:45;2026-02-15 03:06:45;2026-02-15 03:06:48;2026-02-15 04:03:22;;BKO;JAMBI;JAMBI;#SUMBAR#;#JAMBI#;#SUMBAR#;REG-1;;;TIER1TELKOMSEL;31938;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN KABEL FO DISTRIBUSI;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN KABEL FO DISTRIBUSI;DISTRIBUSI;;TSEL_METRO_8NODEB_UNDER_SW-D1-BKO-TSEL-BKO072_CRITICAL_DOWN_REGTSEL2;;;1;1;2;METRO;NO;BKO072;0;TSEL  8DEB UNDER SW-D1-BKO-TSEL- CRITICAL;;DOWN;;;;"RFO : Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km &amp; 2,2 km dari site BKO016, akibat pekerjaan pihak ketiga.
ACT : sambung distribusi 2 titik.";;11,39;;14;14;14;MINOR;42;14;159,46;14;SRJ036, BKO107, BKO073, BKO072, BKO053, BKO045, BKO052, BKO016, BKO015, BKO058, BKO119, BKO123, BKO071, BKO092;BKO073, BKO107, BKO015, BKO016, SRJ036, BKO072, BKO045, BKO053, BKO071, BKO052, BKO119, BKO123, BKO058, BKO092;;"{""Silver"":{""total"":3,""site"":[""BKO073"",""BKO071"",""BKO123""]},""Platinum"":{""total"":3,""site"":[""BKO107"",""BKO016"",""BKO045""]},""Gold"":{""total"":6,""site"":[""BKO015"",""SRJ036"",""BKO053"",""BKO052"",""BKO119"",""BKO058""]},""Diamond"":{""total"":1,""site"":[""BKO072""]},""Bronze"":{""total"":1,""site"":[""BKO092""]}}";Minor;15;6;Diamond;4,491299369;4;4,122824842;Critical;4;;2025;12;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;TELKOM;PEKERJAAN PIHAK KE-3 - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;20920974;;;;IM-20260214-00002530;;"RFO : Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km &amp; 2,2 km dari site BKO016, akibat pekerjaan pihak ketiga.ACT : sambung distribusi 2 titik.";0;;2026-02-15 04:07:58;2026-02-15 04:09:11;0;;;Fo Akses Cut;;"RFO : Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km &amp; 2,2 km dari site BKO016, akibat pekerjaan pihak ketiga.ACT : sambung distribusi 2 titik.";"RFO : Node B BKO016 , BKO017 Sejalur area jangkat KT24 cut 2 titik di 2,1 km &amp; 2,2 km dari site BKO016, akibat pekerjaan pihak ketiga.
ACT : sambung distribusi 2 titik.";"Sev : CriticalTotal Site Down: 17/17DIAMOND: 1/1PLATINUM: 5/5GOLD: 7/7SILVER: 3/3BRONZE: 1/1Total NE-BAND Down: 85(88)2G:17/17*-DCS: 8-GSM: 144G:17/17*-L900: 16-L1800: 17-L2100: 16-L2300: 145G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(G)SRJ036(3.42)H42.(P)BKO107(1.73)H13.(S)BKO117(1.25)H14.(S)BKO073(1.18)H15.(D)BKO072(1.00)6.(P)BKO053(1.00)7.(P)BKO045(1.00)8.(P)BKO052(1.00)9.(G)BKO106(1.00)10.(G)BKO016(1.00)11.(P)BKO015(0.90)12.(G)BKO058(0.66)13.(G)BKO119(0.49)14.(G)BKO123(0.39)15.(G)MAB103(0.32)16.(S)BKO071(0.32)17.(B)BKO092(0.08)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = BKO072P = BKO053;BKO045;BKO015;BKO052;BKO107G = BKO119;BKO106;BKO058;MAB103;BKO123;SRJ036;BKO016S = BKO071;BKO117;BKO073B = BKO092LOS Site ONT(s):LOS Uplink OLT(s):DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;11,39;11,39
TERTABRAK TRUK - ;;18662143;INC45801383;;;2026-02-01 02:19:23;SAA185;CUSTOMER;5;56;DWS;SAA185;SITE;;;;2026-01-31 22:10:01;4,24;4,11;4,05;0;CLOSED;2026-02-01 02:24:34;2026-02-01 02:24:34;2026-02-01 05:24:56;2026-02-01 05:24:56;;STT;SAMARINDA;SAMARINDA;#KALITIMTARA#;#SAMARINDA#;#KALITIMTARA#;REG-6;;;TIER1TELKOMSEL;83776;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN TRANSPORT DWDM;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN TRANSPORT DWDM;DWDM;;TSEL_METRO_9NODEB_UNDER_SW-D6-STT-3-SAA041_GPON03-D6-BLN-4KRN_CRITICAL_DOWN_REGTSEL8;;;6;4;8;METRO;NO;SAA041;0;TSEL  9DEB UNDER SW-D6-STT-3- GPON03-D6-BLN-4KRN CRITICAL;;DOWN;;;;RFO: FO putus di KM 29,3 dari Karangan akibat Vandalisme : normal kembali setelah di lakukan penyambungan;;4,24;;10;10;10;MINOR;30;10;42,4;10;SAA573, SAA041, SAA185, SAA089, SAA086, SAA268, SAA267, SAA337, SAA304, SAA754;SAA086, SAA185, SAA304, SAA267, SAA268, SAA041, SAA573, SAA337, SAA754, SAA089;;"{""Silver"":{""total"":3,""site"":[""SAA086"",""SAA304"",""SAA754""]},""Gold"":{""total"":5,""site"":[""SAA185"",""SAA267"",""SAA268"",""SAA573"",""SAA089""]},""Platinum"":{""total"":1,""site"":[""SAA041""]},""Bronze"":{""total"":1,""site"":[""SAA337""]}}";Minor;15;5;Platinum;2,924017738;4;3,731004435;Critical;4;;2025;12;TSEL - TELKOM - IMPACT BACKBONE;TELKOM;IMPACT BACKBONE - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - IMPACT BACKBONE;;;;;IM-20260131-00003543;;RFO: FO putus di KM 29,3 dari Karangan akibat Vandalisme : normal kembali setelah di lakukan penyambungan;0;;2026-02-05 15:24:25;2026-02-05 15:44:30;0;;;Fo Akses Cut;;RFO: FO putus di KM 29,3 dari Karangan akibat Vandalisme : normal kembali setelah di lakukan penyambungan;RFO: FO putus di KM 29,3 dari Karangan akibat Vandalisme : normal kembali setelah di lakukan penyambungan;"Sev : CriticalTotal Site Down: 13/13DIAMOND: 0/0PLATINUM: 1/1GOLD: 9/9SILVER: 3/3BRONZE: 0/0Total NE-BAND Down: 70(76)2G:13/13*-DCS: 12-GSM: 124G:29/29*-L900: 12-L1800: 12-L2100: 12-L2300: 105G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(G)SAA573(3.08)H42.(P)SAA041(2.98)H73.(G)SAA185(1.63)H14.(G)SAA089(0.70)5.(G)SAA086(0.39)H16.(G)SAA268(0.35)7.(G)NTH137(0.33)8.(G)SAA267(0.31)9.(G)NTH135(0.31)10.(S)SAA337(0.28)11.(S)SAA304(0.20)12.(G)SAA754(0.19)13.(S)SAA907(0.18)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = SAA041G = SAA089;SAA268;SAA573;SAA754;SAA086;NTH137;SAA267;NTH135;SAA185S = SAA337;SAA907;SAA304B = LOS Site ONT(s):LOS Uplink OLT(s):ME-D6-LMP to GPON03-D6-BLN-4KRN (INDIHOME(201),SAA267,SAA086,SAA754,SAA268,SAA304) ME-D6-LMP to GPON09-D6-BLN-4PDN (SAA089,NTH135) DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;4,24;4,24
CONNECTOR RUSAK - ;;18808758;INC46332985;;;2026-02-14 23:34:19;MRW173;CUSTOMER;3;56;DWS;MRW173;SITE;;;;2026-02-14 15:14:50;8,49;0,24;0;0;CLOSED;2026-02-14 23:44:03;2026-02-14 23:44:03;2026-02-14 23:59:22;2026-02-14 23:59:21;;KOL;PALU;SULTENG;#SULBAGTENG#;#SULTENG#;#SULBAGTENG#;REG-7;;;TIER1TELKOMSEL;EOSMSO7_012;TELKOMSEL TELKOM - OSP - CO CORE FO;TELKOMSEL TELKOM;OSP;CO CORE FO;FEEDER;;TSEL_METRO_10NODEB_UNDER_SW-D7-TSEL-MRW031_CRITICAL_DOWN_REGTSEL9;;;7;4;9;METRO;NO;MRW031;0;TSEL  10DEB UNDER SW-D7-TSEL- CRITICAL;;DOWN;;;;"RFO: Akses Site TSEL down under SW-D7-TSEL-MRW031. KU cut akibat rapuh di CL (degradasi FO) &amp; SFP hang di sisi SW MRW005.
Action: Perbaikan dilakukan CO core di CL &amp; Ganti SFP 10G 80";;8,49;;12;12;12;MINOR;36;12;101,88;12;MRW031, PSO154, PSO147, MRW082, MRW042, KNL010, MRW014, MRW132, MRW041, MRW375, MRW050, MRW032;MRW082, PSO147, MRW014, PSO154, MRW042, MRW031, MRW050, MRW041, MRW132, MRW032, MRW375, KNL010;;"{""Platinum"":{""total"":1,""site"":[""MRW082""]},""Bronze"":{""total"":3,""site"":[""PSO147"",""MRW032"",""KNL010""]},""Silver"":{""total"":4,""site"":[""MRW014"",""PSO154"",""MRW050"",""MRW041""]},""Gold"":{""total"":4,""site"":[""MRW042"",""MRW031"",""MRW132"",""MRW375""]}}";Minor;15;5;Platinum;3,623898318;4;3,90597458;Critical;4;;2025;12;TSEL - TELKOM - DEGRADASI FO;TELKOM;DEGRADASI FO - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - DEGRADASI FO;16051173;;;;IM-20260214-00002421;;"RFO: Akses Site TSEL down under SW-D7-TSEL-MRW031. KU cut akibat rapuh di CL (degradasi FO) &amp; SFP hang di sisi SW MRW005.Action: Perbaikan dilakukan CO core di CL &amp; Ganti SFP 10G 80KM.";1;;2026-02-15 00:07:49;2026-02-15 00:08:31;0;;;Fo Akses Cut;;"RFO: Akses Site TSEL down under SW-D7-TSEL-MRW031. KU cut akibat rapuh di CL (degradasi FO) &amp; SFP hang di sisi SW MRW005.Action: Perbaikan dilakukan CO core di CL &amp; Ganti SFP 10G 80KM.";"RFO: Akses Site TSEL down under SW-D7-TSEL-MRW031. KU cut akibat rapuh di CL (degradasi FO) &amp; SFP hang di sisi SW MRW005.
Action: Perbaikan dilakukan CO core di CL &amp; Ganti SFP 10G 80KM.";"Sev : MinorTotal Site Down: 14/13DIAMOND: 0/0PLATINUM: 0/0GOLD: 6/5SILVER: 4/4BRONZE: 4/4Total NE-BAND Down: 33(75)2G:14/13*-DCS: 14-GSM: 124G:3/3*-L900: 2-L1800: 3-L2100: 2-L2300: 05G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(G)MRW031(5.84)H72.(S)PSO154(0.36)3.(B)MRW173(0.28)4.(B)PSO147(0.25)5.(G)MRW082(0.05)6.(G)MRW042(0.05)7.(B)KNL010(0.04)8.(G)MRW014(0.04)9.(S)MRW132(0.04)10.(G)MRW043(0.03)11.(S)MRW041(0.02)12.(G)MRW375(0.02)*13.(S)MRW050(0.01)14.(B)MRW032(0.01)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = G = MRW031;MRW014;MRW082;MRW043;MRW042;MRW375S = PSO154;MRW132;MRW041;MRW050B = MRW173;PSO147;MRW032;KNL010LOS Site ONT(s):LOS Uplink OLT(s):DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;8,49;8,49
PERANGKAT HANG - ;;18805557;INC46247849;;;2026-02-14 19:03:00;NTH074;CUSTOMER;5;56;DWS;NTH074;SITE;;;;2026-02-12 11:49:32;55,28;0,06;0;0;SALAMSIM;2026-02-14 19:06:09;2026-02-14 19:06:09;2026-02-14 19:06:11;2026-02-14 19:48:21;;KSO;PALANGKARAYA;KALTENG;#KALTENGSEL#;#KALTENG#;#KALTENGSEL#;REG-6;;;TIER1TELKOMSEL;195430;TELKOMSEL TELKOM - OSP - PENYAMBUNGAN KABEL FO DISTRIBUSI;TELKOMSEL TELKOM;OSP;PENYAMBUNGAN KABEL FO DISTRIBUSI;DISTRIBUSI;;TSEL_METRO_KSN002_TUMBANGHIRAN_SW-D6-TSB-KSN002_CRITICAL_DOWN_REGTSEL8;;;6;4;8;METRO;NO;KSN002;0;TSEL   TUMBANGHIRAN SW-D6-TSB- CRITICAL;;DOWN;;;;"RFO : indikasi gangguan Titik putus di km 35 dari ksn048tempoer tertimpa kayu loging jatuh, cut kedua titik putus di km 68 dari ksn048 imbas ke garuk eksa

";;55,28;;8;8;8;MINOR;24;8;442,24;8;KSN002, KSN153, KSN150, KSN001, KSN714, NTH154, KSN039, NTH083;KSN039, KSN153, KSN150, KSN001, KSN002, KSN714, NTH083, NTH154;;"{""Bronze"":{""total"":6,""site"":[""KSN039"",""KSN153"",""KSN150"",""KSN714"",""NTH083"",""NTH154""]},""Platinum"":{""total"":2,""site"":[""KSN001"",""KSN002""]}}";Low;10;6;Platinum;3,623898318;4;3,90597458;Critical;4;;2025;12;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;TELKOM;PEKERJAAN PIHAK KE-3 - ;;;;;TIER1TELKOMSEL;;C_CONN_TSEL_001_001_001;;;TSEL - TELKOM - PEKERJAAN PIHAK KE-3;16060114;;;;IM-20260212-00001710;;Action : Normal kembali after sambung ulang temporer, sambung permanen 2 join closur;0;;2026-02-14 20:03:25;2026-02-14 20:11:33;0;;;Fo Akses Cut;;Action : Normal kembali after sambung ulang temporer, sambung permanen 2 join closur;"RFO : indikasi gangguan Titik putus di km 35 dari ksn048tempoer tertimpa kayu loging jatuh, cut kedua titik putus di km 68 dari ksn048 imbas ke garuk eksa

";"Sev : CriticalTotal Site Down: 21/21DIAMOND: 0/0PLATINUM: 1/1GOLD: 1/1SILVER: 1/1BRONZE: 18/18Total NE-BAND Down: 69(70)2G:21/21*-DCS: 11-GSM: 214G:20/20*-L900: 20-L1800: 11-L2100: 4-L2300: 25G: 0(0)-NR2100: 0-NR2300: 0Site Priority :1.(P)KSN002(1.81)H242.(B)KSN153(0.86)H133.(S)KSN150(0.72)H104.(G)KSN001(0.63)H85.(B)KSN714(0.16)H46.(B)NTH071(0.13)H37.(B)KSN715(0.11)H28.(B)NTH044(0.10)H19.(B)NTH154(0.07)10.(B)KSN716(0.07)H111.(B)KSN039(0.06)H312.(B)NTH076(0.05)13.(B)NTH012(0.04)14.(B)NTH083(0.04)H115.(B)KSN164(0.04)16.(B)NTH047(0.03)17.(B)NTH074(0.03)18.(B)NTH141(0.01)19.(B)NTH073(0.01)20.(B)KSN193(0.01)21.(B)KSN188(0.00)Mains Fail Site(s):NoneMF and BBT Analysis Impacted Sites : No Mains Fails : D = P = KSN002G = KSN001S = KSN150B = KSN039;KSN716;KSN188;NTH076;KSN164;NTH071;NTH141;NTH074;NTH073;NTH154;NTH012;NTH044;NTH047;KSN714;KSN153;NTH083;KSN715;KSN193LOS Site ONT(s):LOS Uplink OLT(s):DYING GASP Site(s):Premium Site(s): - (none)VIP Site(s): - (none)";;;55,28;55,28
